Context	X1mer	Count	Rate	context_in_genome	chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	chr9	chr10	chr11	chr12	chr13	chr14	chr15	chr16	chr17	chr18	chr19	chr20	chr21	chr22
ACC->A	C->A	12029	6.6319124653577e-09	25263148	938	1070	814	954	832	834	636	722	548	614	599	517	585	381	269	334	261	360	169	313	150	129
ACC->G	C->G	4350	2.39827244362009e-09	25263148	348	388	267	315	326	289	258	253	232	223	210	172	188	110	98	154	85	147	65	106	55	61
ACC->T	C->T	17073	9.41280584595994e-09	25263148	1430	1493	1100	1331	1228	1183	922	931	791	892	847	752	791	533	373	480	389	535	279	420	203	170
ACG->A	C->A	2079	5.66685205515351e-09	5109864	148	171	131	163	131	137	140	122	100	120	86	105	86	63	39	68	37	78	39	56	31	28
ACG->G	C->G	1291	3.51895430649504e-09	5109864	104	112	89	77	90	87	61	77	56	73	58	55	62	46	25	49	27	41	33	33	17	19
ACG->T	C->T	46261	1.260963169425e-07	5109864	3581	4261	2998	3438	3211	3147	2570	2490	2100	2453	2170	2004	2054	1382	1047	1376	1130	1512	816	1220	668	633
ACT->A	C->A	5693	2.22188108313978e-09	35687580	455	515	423	496	419	373	326	330	269	249	270	261	287	166	116	152	88	188	59	136	81	34
ACT->G	C->G	7464	2.91307226498425e-09	35687580	553	668	480	619	518	494	452	471	445	367	355	307	357	231	174	224	140	234	86	151	90	48
ACT->T	C->T	20057	7.82790600466093e-09	35687580	1548	1693	1374	1676	1516	1466	1115	1114	978	972	945	899	1005	635	390	478	429	646	266	483	258	171
TCT->T	C->T	19212	5.35792516902098e-09	49942774	1571	1695	1282	1607	1387	1412	1029	1076	935	959	874	841	884	589	386	533	408	618	259	454	257	156
TCT->G	C->G	11871	3.31063552370644e-09	49942774	845	1098	801	956	900	767	697	775	745	521	558	460	545	397	264	390	213	315	131	242	139	112
TCT->A	C->A	10118	2.82175134604176e-09	49942774	759	883	718	1000	786	675	563	526	506	476	509	430	556	290	176	234	166	364	101	192	140	68
GCT->T	C->T	19590	9.01602802218744e-09	30263274	1568	1752	1302	1568	1495	1349	1028	1107	988	928	944	847	874	571	399	571	401	667	284	490	261	196
GCT->G	C->G	4605	2.1193879041436e-09	30263274	339	437	283	340	312	295	269	311	271	235	216	176	178	141	102	166	102	128	80	117	49	58
GCT->A	C->A	4536	2.08763160329976e-09	30263274	334	410	329	390	319	304	239	279	242	248	202	189	203	115	97	124	92	150	75	107	42	46
CCT->T	C->T	24365	8.84218109759037e-09	38379891	2054	2166	1563	1980	1691	1701	1272	1338	1084	1230	1218	1074	1039	758	514	722	563	790	414	605	313	276
CCT->G	C->G	7095	2.57481119997552e-09	38379891	526	642	464	524	465	469	429	451	412	333	353	282	279	216	184	276	156	197	107	175	72	83
CCT->A	C->A	5079	1.84319465605013e-09	38379891	427	470	336	427	367	313	265	267	255	285	275	219	214	161	104	177	96	151	57	108	52	53
TAT->T	A->T	6422	1.85606536788589e-09	48191868	470	570	531	609	490	455	353	347	312	282	266	285	331	207	120	152	90	237	62	112	97	44
TAT->G	A->G	37550	1.08525777894916e-08	48191868	2731	3436	2744	3443	2950	2757	2095	2056	1976	1662	1746	1536	2035	1162	715	832	634	1245	336	709	540	210
TAT->C	A->C	3865	1.11704961801292e-09	48191868	272	368	257	392	299	296	197	222	176	163	183	139	208	120	74	85	70	151	38	69	59	27
GAT->T	A->T	7875	3.63358002444233e-09	30186486	597	661	540	710	641	606	439	396	379	379	398	333	381	254	141	194	141	250	88	187	97	63
GAT->G	A->G	11739	5.41645662310203e-09	30186486	891	1055	789	1049	878	835	664	650	608	556	593	509	532	350	230	309	191	372	169	256	169	84
GAT->C	A->C	2355	1.08661345492847e-09	30186486	172	224	170	188	169	163	107	128	111	131	111	114	117	77	47	67	45	70	30	50	42	22
CAT->T	A->T	7845	2.61555220045645e-09	41775945	604	680	537	672	604	578	414	486	383	375	375	345	367	227	133	254	130	242	96	174	110	59
CAT->G	A->G	34590	1.15324347500049e-08	41775945	2729	3177	2294	2955	2472	2432	1810	1979	1709	1680	1631	1468	1795	1091	723	905	643	1176	419	778	431	293
CAT->C	A->C	6170	2.0571009658147e-09	41775945	445	557	435	499	466	423	358	332	320	308	286	262	313	198	129	174	119	201	61	145	70	69
CAA->C	A->C	6050	1.95625817619402e-09	43075064	480	563	428	516	451	433	316	311	340	300	291	267	309	152	108	163	120	178	80	127	72	45
CAA->G	A->G	12114	3.91704323081228e-09	43075064	960	1078	861	1008	956	889	633	635	626	614	515	530	595	362	260	324	249	358	147	273	139	102
CAA->T	A->T	3039	9.82655966521258e-10	43075064	215	261	239	292	259	229	139	175	156	118	147	128	146	76	60	78	64	103	36	55	45	18
CAC->C	A->C	4400	1.87105729795688e-09	32753847	381	449	269	321	307	291	245	245	219	221	190	198	185	110	114	127	99	126	72	122	59	50
CAC->G	A->G	12094	5.14285612761148e-09	32753847	989	1038	791	965	806	774	676	672	617	608	564	544	540	386	269	334	307	387	201	344	140	142
CAC->T	A->T	3735	1.5882725017884e-09	32753847	314	338	218	327	253	245	204	227	168	194	187	171	157	113	93	120	75	112	55	85	43	36
CAG->C	A->C	5161	1.64482159409122e-09	43703054	424	450	353	389	335	355	292	280	260	276	250	219	242	171	107	163	110	132	89	152	62	50
CAG->G	A->G	16569	5.28057527465558e-09	43703054	1396	1562	1076	1169	1172	1139	904	881	818	783	782	736	750	511	365	500	366	504	300	479	179	197
CAG->T	A->T	3666	1.1683619383721e-09	43703054	286	337	225	306	270	232	209	203	165	173	165	158	172	132	84	103	84	122	62	88	45	45
CCA->A	C->A	6435	2.22455329600705e-09	40290482	550	542	444	525	459	428	344	351	301	316	306	306	312	196	129	187	137	191	98	150	96	67
CCA->G	C->G	5073	1.75371544221349e-09	40290482	419	467	334	346	323	311	270	274	283	291	249	205	217	163	124	158	138	170	92	117	60	62
CCA->T	C->T	19429	6.71652618308019e-09	40290482	1557	1756	1284	1462	1347	1309	1055	1050	1012	1020	924	858	856	593	412	601	439	573	310	542	236	233
CCC->A	C->A	6110	3.0817585817065e-09	27614636	479	542	370	462	435	405	332	341	302	320	316	247	260	176	139	203	129	201	138	152	70	91
CCC->G	C->G	6369	3.21239286528456e-09	27614636	535	587	377	432	446	417	364	337	329	353	303	267	239	209	174	232	164	177	107	155	81	84
CCC->T	C->T	16999	8.57394666619128e-09	27614636	1452	1545	1024	1203	1137	1171	923	915	814	877	872	734	625	527	413	560	418	505	353	463	218	250
CCG->A	C->A	1648	4.46680630462606e-09	5138742	151	127	80	122	113	105	97	76	87	92	68	74	75	50	36	55	59	42	53	44	24	18
CCG->G	C->G	1689	4.57793437409794e-09	5138742	162	152	98	97	100	106	86	85	79	99	78	62	58	47	43	87	51	47	59	46	20	27
CCG->T	C->T	38741	1.05005183888057e-07	5138742	3241	3414	2298	2573	2431	2433	2257	1957	1844	2161	1814	1639	1500	1219	894	1400	1161	1127	950	1225	531	672
TCG->T	C->T	28347	8.88771619693654e-08	4442359	2337	2504	1814	2018	1863	1952	1565	1531	1303	1633	1299	1234	1247	867	625	917	748	901	530	723	369	367
TCG->G	C->G	1510	4.73434630026958e-09	4442359	121	139	79	104	123	111	94	64	76	72	71	63	62	43	39	52	40	42	36	37	25	17
TCG->A	C->A	1513	4.7437522862966e-09	4442359	114	130	94	117	106	80	84	89	65	85	74	78	65	40	30	64	43	43	36	41	25	10
GCG->T	C->T	32154	1.02652214100891e-07	4362781	2728	2840	1900	2199	2058	2009	1762	1756	1509	1757	1532	1442	1188	1010	765	1020	980	1007	753	948	450	541
GCG->G	C->G	991	3.16378503993228e-09	4362781	78	83	58	69	64	68	50	56	38	57	36	42	38	34	22	39	31	35	29	31	18	15
GCG->A	C->A	2378	7.59180708875778e-09	4362781	189	222	128	195	158	141	134	122	137	145	97	90	100	71	56	79	57	66	55	73	34	29
TAG->T	A->T	2131	1.02143489563972e-09	29058252	152	201	150	185	177	161	117	108	107	112	101	90	116	55	50	48	32	56	21	40	34	18
TAG->G	A->G	10736	5.14599954931398e-09	29058252	871	973	770	953	842	765	589	557	511	500	506	448	519	322	233	261	230	338	113	221	144	70
TAG->C	A->C	2285	1.09525046294546e-09	29058252	161	216	179	226	178	158	122	124	124	109	107	89	131	58	39	50	36	64	25	39	31	19
GAG->T	A->T	3078	1.16747586069892e-09	36721248	260	274	187	250	224	213	168	173	145	150	143	136	130	90	54	93	67	116	56	82	41	26
GAG->G	A->G	8016	3.04044395690791e-09	36721248	628	732	545	603	549	533	434	488	412	395	367	337	392	237	180	235	164	252	132	198	111	92
GAG->C	A->C	3119	1.18302703363221e-09	36721248	253	269	184	243	194	215	184	173	163	163	153	133	129	112	82	95	69	102	53	73	46	31
GAA->C	A->C	3739	1.16640589469264e-09	44648049	308	328	256	304	301	286	201	203	194	184	181	142	181	117	86	79	68	117	39	95	45	24
GAA->G	A->G	9898	3.08774686966241e-09	44648049	735	892	730	850	737	742	569	525	492	489	488	412	474	319	218	222	167	342	113	197	119	66
GAA->T	A->T	3340	1.04193519344034e-09	44648049	265	311	221	305	245	257	205	200	172	149	155	151	160	97	48	85	47	109	39	68	35	16
GAC->C	A->C	1521	1.02343591088587e-09	20699759	111	127	110	129	101	106	55	82	86	86	67	71	83	39	39	48	31	47	28	39	19	17
GAC->G	A->G	6749	4.54120247374672e-09	20699759	545	638	434	547	466	487	330	355	347	349	315	315	306	225	140	173	131	194	103	172	106	71
GAC->T	A->T	3466	2.33216888042764e-09	20699759	268	322	211	326	249	226	198	200	182	170	160	133	154	112	68	95	75	117	46	82	39	33
GCA->A	C->A	7917	3.49378165069295e-09	31561789	601	672	518	689	589	609	444	463	367	404	393	351	387	222	163	202	160	251	84	186	100	62
GCA->G	C->G	3560	1.57103229461499e-09	31561789	264	322	238	252	239	243	242	211	191	179	170	144	145	117	90	108	66	105	59	88	48	39
GCA->T	C->T	16160	7.13142749465682e-09	31561789	1275	1446	1031	1292	1153	1085	900	954	810	847	756	645	757	475	363	472	353	498	256	423	199	170
GCC->A	C->A	7362	4.14358879860165e-09	24746620	621	651	417	594	501	492	383	404	373	409	375	320	308	230	157	237	190	225	117	195	90	73
GCC->G	C->G	3901	2.19561802544758e-09	24746620	306	333	254	271	275	272	197	215	206	221	171	172	173	131	84	135	97	116	57	99	56	60
GCC->T	C->T	17047	9.59464252238011e-09	24746620	1351	1488	988	1278	1134	1131	989	983	809	895	885	701	724	483	403	571	403	551	341	493	222	224
TCC->T	C->T	17676	7.28401324081509e-09	33799478	1435	1590	1206	1364	1175	1222	963	1005	900	901	829	735	784	498	411	520	402	542	307	468	227	192
TCC->G	C->G	5850	2.41069684650194e-09	33799478	429	558	351	424	396	387	347	292	353	320	285	229	259	191	134	192	142	179	92	149	76	65
TCC->A	C->A	6619	2.72759015846091e-09	33799478	504	600	431	488	487	467	344	396	335	335	328	281	294	202	146	206	132	207	96	187	80	73
TAC->T	A->T	2340	1.28876673004127e-09	25289385	183	197	189	216	168	176	131	128	114	105	98	91	121	69	51	45	48	76	29	50	40	15
TAC->G	A->G	12095	6.66138188027741e-09	25289385	908	1094	884	1097	923	894	652	649	562	625	507	544	622	359	248	273	223	421	124	242	160	84
TAC->C	A->C	1952	1.07507378506007e-09	25289385	136	196	150	167	141	131	94	106	123	108	94	82	100	59	46	46	26	60	28	24	20	15
TAA->C	A->C	4480	1.31107428018479e-09	47593478	331	406	304	397	367	334	255	247	216	229	209	160	252	146	79	113	58	170	44	75	64	24
TAA->G	A->G	14381	4.20860696949497e-09	47593478	1140	1333	1030	1286	1060	1053	801	779	687	651	621	583	807	447	297	339	250	501	127	284	222	83
TAA->T	A->T	5821	1.70351861271332e-09	47593478	439	494	405	550	420	462	315	284	290	263	261	252	328	172	126	154	126	191	63	101	96	29
TCA->A	C->A	6389	2.01917967325985e-09	44071177	487	574	447	591	478	456	316	365	340	285	322	279	324	199	135	136	129	211	66	121	95	33
TCA->G	C->G	6394	2.02075987334849e-09	44071177	481	590	452	516	510	414	339	380	341	277	278	295	343	181	125	219	122	179	88	124	77	63
TCA->T	C->T	17756	5.6116065547663e-09	44071177	1428	1608	1185	1477	1328	1275	990	1000	889	900	823	688	855	564	346	478	350	559	244	408	213	148
