Context	X1mer	Count	Rate	context_in_genome	chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	chr9	chr10	chr11	chr12	chr13	chr14	chr15	chr16	chr17	chr18	chr19	chr20	chr21	chr22
TCT->T	C->T	14803	6.55665174469276e-09	49942774	1137	1288	996	1292	1067	1111	784	921	678	719	732	666	712	474	290	372	294	441	183	326	207	113
TCT->G	C->G	7329	3.24621364837217e-09	49942774	521	643	482	595	518	465	424	486	458	337	366	328	272	213	178	246	133	208	111	171	95	79
TCT->A	C->A	6129	2.7147009756956e-09	49942774	525	531	416	563	436	458	310	368	309	289	283	281	320	183	117	133	92	213	66	121	81	34
GCT->T	C->T	12044	8.80359136061e-09	30263274	1009	1045	803	963	822	844	647	718	563	595	611	564	511	344	257	344	279	366	172	299	147	141
GCT->G	C->G	2804	2.04959068209486e-09	30263274	206	266	173	217	199	182	149	166	163	138	142	107	105	88	79	102	63	73	51	75	31	29
GCT->A	C->A	2819	2.06055496891063e-09	30263274	223	242	190	212	189	196	160	173	162	146	148	121	138	74	70	82	49	72	49	59	33	31
CCT->T	C->T	14950	8.6167301882091e-09	38379891	1282	1248	918	1219	1037	1057	795	805	731	748	716	641	644	427	347	477	371	486	238	411	190	162
CCT->G	C->G	4222	2.43343376953972e-09	38379891	277	377	272	319	261	304	227	280	247	244	206	190	163	136	106	144	109	108	71	102	37	42
CCT->A	C->A	3006	1.7325679562379e-09	38379891	236	230	183	229	219	218	153	190	143	157	159	142	113	90	67	105	68	98	42	77	47	40
TAT->T	A->T	3581	1.64374936856803e-09	48191868	278	331	241	348	249	283	201	197	176	163	176	163	199	100	69	76	58	114	25	60	55	19
TAT->G	A->G	23279	1.06855184448185e-08	48191868	1714	2065	1711	2174	1879	1711	1289	1343	1155	1022	1102	1018	1227	673	430	495	380	792	209	431	320	139
TAT->C	A->C	2347	1.07731911980708e-09	48191868	196	203	167	222	191	161	128	138	130	102	99	100	109	62	46	48	33	85	23	42	51	11
GAT->T	A->T	4195	3.07414567703035e-09	30186486	318	350	269	391	307	310	219	287	209	198	187	170	203	141	84	112	85	136	43	88	50	38
GAT->G	A->G	7000	5.12968289373359e-09	30186486	552	625	445	588	537	494	370	408	349	328	345	329	345	216	141	174	129	244	93	149	78	61
GAT->C	A->C	1385	1.01494440111729e-09	30186486	97	128	100	117	105	113	82	75	54	62	74	59	67	41	32	38	28	34	27	28	16	8
CAT->T	A->T	4540	2.40400080506625e-09	41775945	327	443	291	390	331	307	238	262	232	231	224	216	229	142	69	124	74	174	40	101	59	36
CAT->G	A->G	21377	1.13194548920487e-08	41775945	1635	1796	1581	1795	1592	1550	1249	1236	1096	1001	1003	939	1001	635	446	572	431	676	217	476	274	176
CAT->C	A->C	3598	1.9051971137948e-09	41775945	268	354	215	295	259	280	211	219	171	181	178	158	171	95	65	96	59	136	39	67	56	25
CAA->C	A->C	3621	1.85954902287399e-09	43075064	310	321	249	269	294	259	191	208	191	178	173	168	180	101	80	81	71	107	35	76	55	24
CAA->G	A->G	7414	3.80742790819877e-09	43075064	580	682	526	630	558	533	395	408	342	342	327	318	365	194	159	205	138	257	100	178	108	69
CAA->T	A->T	1772	9.10003001527951e-10	43075064	145	183	111	149	161	122	87	111	90	72	100	78	77	51	29	43	23	62	10	35	23	10
CAC->C	A->C	2550	1.72219729610531e-09	32753847	191	223	161	213	153	161	161	147	112	119	126	106	113	94	67	85	63	78	47	83	30	17
CAC->G	A->G	7422	5.01260718889944e-09	32753847	554	638	465	574	507	527	437	424	355	400	378	331	367	202	153	224	149	248	108	194	116	71
CAC->T	A->T	2056	1.38856378070294e-09	32753847	160	188	146	152	136	167	115	126	110	90	93	86	77	49	48	65	46	63	30	52	32	25
CAG->C	A->C	3183	1.61112742511593e-09	43703054	254	271	172	237	208	233	195	179	172	167	128	164	161	94	69	102	55	107	59	62	57	37
CAG->G	A->G	10476	5.30259846230427e-09	43703054	851	886	658	766	729	711	594	587	505	578	524	447	507	310	224	283	254	331	192	288	129	122
CAG->T	A->T	2269	1.14849140043608e-09	43703054	181	174	136	164	168	158	131	136	112	128	96	120	127	59	44	67	50	57	48	54	33	26
CCA->A	C->A	3952	2.1697990344342e-09	40290482	309	346	269	307	290	294	222	240	210	207	176	155	175	109	82	110	86	115	56	97	46	51
CCA->G	C->G	3192	1.7525299893507e-09	40290482	267	298	181	230	234	195	150	172	157	170	186	125	142	107	73	105	77	109	60	78	43	33
CCA->T	C->T	11968	6.5708893836307e-09	40290482	1001	1045	721	973	794	788	629	681	606	589	584	537	501	385	278	387	279	392	207	306	157	128
CCC->A	C->A	3604	2.88702468960656e-09	27614636	292	293	229	261	239	254	167	211	185	191	208	159	149	114	72	136	79	107	75	78	53	52
CCC->G	C->G	3715	2.97594248665049e-09	27614636	276	347	234	262	225	244	207	217	198	188	156	145	149	127	81	136	87	117	95	115	50	59
CCC->T	C->T	12297	9.85065000224526e-09	27614636	1034	1031	761	933	828	807	608	673	577	661	629	527	525	391	259	411	359	354	208	372	159	190
CCG->A	C->A	974	4.19282930207625e-09	5138742	90	79	65	70	51	54	66	51	52	57	53	28	36	20	20	39	29	33	27	24	10	20
CCG->G	C->G	1029	4.42959071030437e-09	5138742	95	76	54	57	64	67	68	68	54	57	46	44	47	28	25	36	34	27	27	29	11	15
CCG->T	C->T	23615	1.01656739187403e-07	5138742	2094	2045	1327	1523	1449	1559	1337	1265	1119	1304	1192	1018	846	735	532	886	690	670	569	700	323	432
TCG->T	C->T	17192	8.5608677664874e-08	4442359	1356	1490	1069	1244	1115	1136	923	945	807	953	836	809	725	565	363	585	452	535	357	502	196	229
TCG->G	C->G	943	4.69572958573617e-09	4442359	73	75	64	67	65	56	55	59	53	61	49	32	38	29	16	32	18	32	23	26	8	12
TCG->A	C->A	873	4.34716005127007e-09	4442359	70	76	55	65	43	69	41	42	39	46	42	41	50	22	27	36	15	31	15	23	8	17
GCG->T	C->T	19759	1.0018589603467e-07	4362781	1664	1713	1134	1283	1233	1316	1143	1098	893	1115	923	850	782	565	455	718	608	579	495	571	276	345
GCG->G	C->G	607	3.07772857396857e-09	4362781	54	58	39	30	46	46	27	32	34	36	34	14	22	16	10	22	18	17	15	16	12	9
GCG->A	C->A	1429	7.24559165107262e-09	4362781	110	122	82	97	85	93	101	77	73	88	70	56	61	34	26	44	32	52	45	43	15	23
TAG->T	A->T	1328	1.01095919788459e-09	29058252	85	119	91	116	113	98	56	71	73	58	75	77	58	40	24	33	21	54	13	21	24	8
TAG->G	A->G	6931	5.27632394618835e-09	29058252	538	624	498	567	514	514	367	411	310	344	330	311	357	208	144	203	119	225	72	142	88	45
TAG->C	A->C	1420	1.08099552785853e-09	29058252	108	118	111	137	103	95	66	85	76	75	63	64	70	38	28	28	22	44	19	31	26	13
GAG->T	A->T	1829	1.10179630475156e-09	36721248	132	141	110	132	124	125	104	109	105	95	95	76	76	58	44	57	47	55	32	60	32	20
GAG->G	A->G	4992	3.00719909968277e-09	36721248	393	447	328	397	324	370	274	268	264	241	229	236	213	156	101	162	99	148	97	111	70	64
GAG->C	A->C	1927	1.16083186400014e-09	36721248	145	179	118	142	134	142	110	116	101	85	89	88	73	71	46	63	50	52	34	46	17	26
GAA->C	A->C	2259	1.11922855907351e-09	44648049	165	200	145	209	176	161	148	141	117	98	101	105	110	65	38	63	38	82	19	41	20	17
GAA->G	A->G	6039	2.99204128740369e-09	44648049	496	519	428	510	450	467	312	327	266	315	279	292	262	190	119	164	126	162	68	140	100	47
GAA->T	A->T	1845	9.14110974542111e-10	44648049	133	165	134	188	138	145	99	91	92	88	91	68	94	53	34	44	38	54	14	41	24	17
GAC->C	A->C	927	9.9064826581957e-10	20699759	84	91	73	78	65	73	52	42	40	36	40	43	37	27	23	21	19	23	18	20	11	11
GAC->G	A->G	3874	4.1399907031122e-09	20699759	296	328	248	313	310	256	223	228	174	207	205	169	173	99	76	114	79	146	49	87	51	43
GAC->T	A->T	1842	1.96847260586801e-09	20699759	155	163	130	155	122	105	109	112	85	78	94	92	98	56	38	54	40	54	24	42	19	17
GCA->A	C->A	4910	3.4413188917577e-09	31561789	380	399	345	437	371	322	259	300	212	258	247	204	234	134	101	129	86	173	70	139	65	45
GCA->G	C->G	2125	1.48936917413139e-09	31561789	170	193	125	172	146	157	104	113	126	99	118	83	105	71	54	49	45	68	25	42	33	27
GCA->T	C->T	10372	7.26952332898387e-09	31561789	824	944	673	839	688	699	540	618	514	555	521	431	466	324	212	293	237	330	157	248	134	125
GCC->A	C->A	4430	3.95997893156809e-09	24746620	361	415	288	299	265	303	271	228	228	219	224	204	177	141	106	157	103	144	83	105	52	57
GCC->G	C->G	2465	2.20346457478901e-09	24746620	190	257	136	166	141	168	149	167	126	121	117	99	90	84	55	95	61	80	37	68	23	35
GCC->T	C->T	11338	1.01350431435934e-08	24746620	903	914	698	843	774	769	620	669	565	634	566	526	455	359	238	343	291	343	239	304	135	150
TCC->T	C->T	18324	1.19926546798305e-08	33799478	1401	1628	1178	1399	1295	1284	1019	1017	870	1013	904	902	833	554	404	529	408	559	240	442	233	212
TCC->G	C->G	3518	2.30245356710564e-09	33799478	252	316	235	277	251	237	200	239	182	175	183	133	144	112	73	126	84	87	53	86	41	32
TCC->A	C->A	3957	2.58976940450171e-09	33799478	308	368	237	308	272	293	219	246	207	210	188	153	167	110	85	126	90	134	55	83	53	45
TAC->T	A->T	1308	1.14412773761355e-09	25289385	94	95	89	124	85	98	96	81	70	65	80	55	68	38	27	36	23	29	11	20	14	10
TAC->G	A->G	7207	6.304073857019e-09	25289385	594	613	478	645	533	551	385	392	356	348	379	290	374	183	142	202	125	237	65	145	113	57
TAC->C	A->C	1039	9.08829296162445e-10	25289385	74	98	74	105	71	77	52	51	53	53	50	52	54	23	25	38	17	23	10	21	13	5
TAA->C	A->C	2573	1.19590692808438e-09	47593478	212	218	167	213	202	190	147	145	155	142	108	122	113	88	50	71	36	74	36	38	35	11
TAA->G	A->G	9010	4.18776580724455e-09	47593478	697	846	693	807	638	679	493	499	456	435	395	377	480	265	171	215	160	286	75	165	133	45
TAA->T	A->T	3498	1.62583848987141e-09	47593478	270	302	254	314	234	271	204	179	169	166	148	166	177	96	70	99	77	112	44	84	47	15
TCA->A	C->A	3907	1.96107318150654e-09	44071177	315	358	285	364	280	279	211	194	174	174	212	171	193	122	60	96	61	133	38	89	65	33
TCA->G	C->G	3958	1.98667203798384e-09	44071177	273	369	276	324	248	288	249	228	197	185	198	162	184	129	90	150	79	119	55	74	47	34
TCA->T	C->T	12302	6.17484573301598e-09	44071177	1003	1048	860	997	886	842	674	754	612	606	597	562	573	346	250	346	230	411	148	285	162	110
