AAT->C	A->C	0	0	0	0	0	0	3921	308	2793	2304	1793	2665	2041	1620	1840	1890	1762	1617	1719	1485	1461	1216	1025	867	744	524	376	194	102	50	13	3	12	101	235
AAT->G	A->G	0	0	0	0	0	0	24871	1684	17202	14359	11171	16000	12190	9266	11507	11421	10763	10043	9946	8427	8686	7203	6216	5245	4246	3042	2056	1196	624	272	95	28	44	333	933
AAT->T	A->T	0	0	0	0	0	0	4634	405	3329	2763	2233	3240	2477	1876	2368	2366	2193	2080	1988	1754	1811	1469	1242	1067	901	642	469	285	126	52	20	10	19	86	286
ACA->A	C->A	0	0	0	0	0	0	7614	666	5202	4421	3263	4944	3669	2737	3362	3272	3111	2991	2953	2439	2543	2077	1773	1533	1240	883	609	353	163	96	27	13	11	161	417
ACA->G	C->G	0	0	0	0	0	0	5713	418	4048	3417	2713	3881	2953	2124	2788	2690	2679	2372	2486	2073	2239	1715	1489	1296	1083	761	500	289	131	72	27	9	16	194	536
ACA->T	C->T	0	0	0	0	0	0	23639	1650	16660	13865	10737	15583	11825	8790	11226	10846	10423	9865	9725	8116	8324	6778	6006	5127	4047	2885	2022	1160	589	261	96	27	50	532	1534
ACC->A	C->A	0	0	0	0	0	0	8149	632	5724	4752	3753	5426	4071	3023	3888	3779	3541	3350	3303	2669	2823	2262	1929	1613	1340	923	598	342	169	78	26	12	5	52	143
ACC->G	C->G	0	0	0	0	0	0	3498	203	2395	2040	1547	2297	1715	1333	1629	1653	1528	1442	1379	1199	1229	971	891	738	639	437	306	168	83	40	16	7	8	67	203
ACC->T	C->T	0	0	0	0	0	0	14327	1011	10035	8410	6510	9367	7118	5464	6615	6763	6182	5882	5746	4873	4945	4031	3512	2945	2402	1597	1164	620	357	155	46	21	22	181	522
ACG->A	C->A	0	0	0	0	0	0	1630	110	1164	996	791	1167	863	642	802	805	788	741	716	605	674	519	468	446	353	240	169	101	56	22	7	3	7	71	192
ACG->G	C->G	0	0	0	0	0	0	1096	70	828	648	531	765	558	449	570	562	532	487	557	399	447	364	306	286	235	181	133	95	57	16	14	3	9	88	302
ACG->T	C->T	0	0	0	0	0	0	36430	2284	25104	20490	15861	22548	17118	13051	16160	15891	15201	14095	13905	11609	12096	9895	8577	7103	6001	3969	2777	1612	769	324	109	33	49	563	1485
ACT->A	C->A	0	0	0	0	0	0	4469	378	3102	2708	1984	2887	2194	1573	2000	2107	1869	1731	1849	1494	1491	1260	1188	940	776	564	381	206	106	53	10	15	4	80	249
ACT->G	C->G	0	0	0	0	0	0	6051	396	4262	3534	2694	3934	3001	2279	2882	2742	2672	2426	2533	2071	2173	1719	1543	1288	1038	733	480	284	154	60	21	7	15	102	321
ACT->T	C->T	0	0	0	0	0	0	15999	1214	11471	9353	7437	10633	8107	6264	7722	7495	7148	6892	6650	5514	5925	4700	4178	3631	2962	2006	1360	837	395	193	80	26	43	470	1309
AGA->A	C->T	0	0	0	0	0	0	15506	1251	10749	8866	6976	10083	7665	5502	7071	7055	6535	6235	6090	5046	5312	4251	3684	3096	2590	1790	1126	700	312	148	62	20	31	269	768
AGA->C	C->G	0	0	0	0	0	0	9454	611	6748	5579	4313	6239	4765	3723	4403	4503	4213	3921	3897	3067	3367	2765	2390	2011	1639	1139	756	452	262	106	21	9	18	112	308
AGA->T	C->A	0	0	0	0	0	0	7798	654	5469	4723	3645	5152	3914	2925	3634	3586	3431	3105	3109	2612	2734	2161	1919	1519	1220	880	608	347	179	57	20	16	12	59	176
AGC->A	C->T	0	0	0	0	0	0	14008	1132	10077	8517	6512	9285	7242	5478	6716	6882	6385	6036	5920	4965	5275	4228	3666	3106	2448	1740	1149	643	309	144	52	32	16	224	543
AGC->C	C->G	0	0	0	0	0	0	4121	230	2810	2346	1796	2567	1955	1401	1771	1776	1562	1462	1491	1266	1274	1086	880	730	605	450	315	179	74	35	13	4	6	56	208
AGC->T	C->A	0	0	0	0	0	0	3796	275	2616	2237	1743	2375	1845	1419	1646	1654	1645	1562	1468	1233	1296	1050	865	760	649	432	327	162	89	47	10	4	9	43	107
AGG->A	C->T	0	0	0	0	0	0	18844	1336	13554	11094	8612	12633	9446	7387	8903	8831	8292	7651	7864	6560	6679	5487	4784	4027	3264	2201	1530	878	408	165	79	25	27	215	571
AGG->C	C->G	0	0	0	0	0	0	5469	321	3929	3195	2441	3623	2757	2134	2589	2626	2438	2229	2210	1770	1935	1501	1338	1091	891	617	423	223	118	58	18	10	7	41	74
AGG->T	C->A	0	0	0	0	0	0	4164	289	2874	2433	1799	2683	1965	1508	1843	1839	1729	1716	1659	1297	1438	1134	1025	874	668	523	329	192	138	50	17	6	15	95	264
ATA->A	A->T	0	0	0	0	0	0	4935	460	3522	2928	2280	3213	2285	1722	2243	2156	2175	1960	1920	1594	1742	1386	1264	1084	798	583	382	231	128	63	21	8	9	103	244
ATA->C	A->G	0	0	0	0	0	0	27985	2100	19484	16358	12660	18696	14006	10537	12980	13019	12350	11591	11411	9467	10007	8111	7192	5916	4838	3448	2431	1295	708	318	91	34	40	484	1306
ATA->G	A->C	0	0	0	0	0	0	2968	251	2082	1728	1323	2004	1581	1170	1491	1404	1400	1316	1355	1075	1158	1025	841	755	631	444	329	194	102	52	19	8	13	130	417
ATC->A	A->T	0	0	0	0	0	0	4963	408	3467	2955	2278	3302	2455	1855	2340	2319	2072	2031	1941	1724	1725	1458	1243	1014	810	546	413	251	115	53	22	2	9	66	170
ATC->C	A->G	0	0	0	0	0	0	8802	650	6286	5214	4099	5899	4363	3266	4189	4073	3815	3552	3672	3044	3211	2587	2216	1970	1503	1147	798	484	241	118	37	19	24	276	746
ATC->G	A->C	0	0	0	0	0	0	1858	135	1277	1029	849	1214	944	684	901	864	855	775	755	644	709	534	545	455	352	231	192	89	61	32	15	4	8	53	177
ATG->A	A->T	0	0	0	0	0	0	5602	406	3875	3341	2517	3725	2824	2122	2589	2544	2523	2367	2295	2038	2015	1679	1448	1234	979	713	453	282	144	52	18	5	5	54	171
ATG->C	A->G	0	0	0	0	0	0	25308	1606	17764	14838	11443	16597	12729	9527	11722	11834	11258	10590	10497	8752	9130	7613	6578	5796	4708	3323	2277	1361	736	331	97	41	63	631	1892
ATG->G	A->C	0	0	0	0	0	0	4551	331	3254	2625	2104	2963	2157	1710	2069	2089	1934	1940	1896	1508	1644	1280	1187	956	802	581	366	235	128	58	21	9	8	75	229
CAA->C	A->C	0	0	0	0	0	0	4450	304	3115	2615	2085	2979	2287	1706	2060	2105	1994	1844	1908	1540	1571	1260	1112	1002	755	561	412	248	124	46	16	10	11	75	269
CAA->G	A->G	0	0	0	0	0	0	9203	654	6480	5518	4285	6112	4687	3514	4368	4329	4237	3914	3975	3269	3452	2887	2528	2153	1804	1319	892	567	315	134	56	35	40	362	1130
CAA->T	A->T	0	0	0	0	0	0	2276	166	1509	1310	1014	1525	1120	808	1055	1064	1003	916	949	781	805	691	623	493	395	266	214	93	53	27	7	2	4	35	100
CAC->C	A->C	0	0	0	0	0	0	3391	281	2355	1940	1461	2168	1527	1214	1470	1403	1299	1264	1209	1070	1128	927	785	712	567	387	284	162	91	33	14	2	10	77	198
CAC->G	A->G	0	0	0	0	0	0	9146	619	6462	5412	4027	6274	4658	3543	4336	4379	4241	4008	4021	3444	3664	2968	2664	2292	1940	1312	998	594	347	148	58	20	37	400	1347
CAC->T	A->T	0	0	0	0	0	0	2506	182	1827	1512	1206	1713	1268	952	1189	1246	1225	1126	1121	885	983	750	676	596	451	335	231	156	71	24	9	7	6	48	101
CAG->C	A->C	0	0	0	0	0	0	3749	213	2657	2264	1753	2499	1975	1416	1866	1831	1705	1586	1576	1314	1366	1111	937	783	668	414	338	208	90	36	17	3	6	25	84
CAG->G	A->G	0	0	0	0	0	0	12726	756	8903	7316	5672	8394	6381	4934	5996	6005	5855	5360	5285	4537	4608	3921	3541	3071	2590	1877	1260	740	436	193	62	35	58	505	1533
CAG->T	A->T	0	0	0	0	0	0	2858	208	2050	1631	1342	1907	1452	1133	1361	1324	1364	1204	1184	1043	1050	851	761	651	536	389	258	169	77	31	13	4	7	55	166
CCA->A	C->A	0	0	0	0	0	0	5372	410	3567	3026	2455	3339	2527	1917	2342	2333	2239	2086	2133	1735	1874	1433	1321	1067	855	606	410	246	127	44	14	7	14	87	240
CCA->G	C->G	0	0	0	0	0	0	3909	245	2708	2206	1797	2468	1933	1458	1822	1763	1769	1523	1610	1256	1398	1058	945	772	634	431	310	198	75	32	10	5	3	27	68
CCA->T	C->T	0	0	0	0	0	0	16147	1065	11288	9340	7362	10393	7881	5906	7332	7351	7105	6681	6524	5368	5628	4633	3906	3303	2681	1820	1155	683	351	140	51	25	20	172	435
CCC->A	C->A	0	0	0	0	0	0	4648	295	3187	2695	2053	2926	2232	1692	2079	2118	2020	1851	1842	1455	1626	1301	1110	951	767	522	371	202	83	55	26	7	6	67	177
CCC->G	C->G	0	0	0	0	0	0	4640	253	3265	2658	2079	3049	2266	1733	2063	2189	1993	1870	1886	1562	1462	1297	1129	860	801	526	324	202	89	39	12	6	3	28	48
CCC->T	C->T	0	0	0	0	0	0	14103	920	9834	8365	6391	9436	6989	5280	6652	6501	6142	5823	5936	4910	4963	4089	3580	2990	2378	1708	1116	695	304	146	44	13	23	119	360
CCG->A	C->A	0	0	0	0	0	0	1333	75	957	747	642	930	712	546	641	685	642	614	619	467	505	436	397	354	260	190	147	84	41	18	8	2	6	90	204
CCG->G	C->G	0	0	0	0	0	0	1286	65	904	719	614	848	636	495	614	609	628	587	558	428	492	390	366	308	260	176	139	89	34	16	5	1	5	14	52
CCG->T	C->T	0	0	0	0	0	0	31394	1767	21636	17534	13838	19831	14852	11258	13948	13934	13014	12218	12078	10010	10501	8582	7423	6196	5089	3409	2308	1311	653	308	90	30	37	307	721
CGA->A	C->T	0	0	0	0	0	0	22796	1410	15529	12677	9839	14061	10576	7978	9801	9897	9328	8668	8504	6986	7381	6138	5226	4355	3487	2468	1537	938	468	214	63	22	31	205	506
CGA->C	C->G	0	0	0	0	0	0	1134	68	807	684	505	773	605	468	547	600	584	462	489	427	468	360	349	286	264	176	106	67	41	25	7	1	11	70	185
CGA->T	C->A	0	0	0	0	0	0	1156	74	852	639	552	807	573	442	563	573	548	460	477	402	415	369	280	286	236	158	91	63	39	15	7	7	5	40	108
CGC->A	C->T	0	0	0	0	0	0	24811	1523	17508	14328	10889	16025	12238	9248	11399	11329	10890	9898	9983	8211	8526	7018	6114	5075	4152	2873	1868	1040	534	237	84	25	39	203	565
CGC->C	C->G	0	0	0	0	0	0	791	40	582	499	374	555	437	304	380	406	375	332	324	318	319	279	274	233	175	149	111	64	49	25	7	2	10	82	239
CGC->T	C->A	0	0	0	0	0	0	1861	88	1325	1118	901	1262	1006	753	913	860	913	807	811	685	714	581	531	464	357	258	175	105	49	14	6	2	5	42	119
CTA->A	A->T	0	0	0	0	0	0	1708	149	1180	1002	746	1148	844	653	838	783	717	702	701	572	623	525	438	342	316	210	158	100	54	25	11	5	6	35	128
CTA->C	A->G	0	0	0	0	0	0	7895	623	5673	4670	3558	5389	4012	3131	3752	3799	3545	3405	3370	2850	2945	2381	2080	1802	1493	1019	782	411	242	112	34	20	27	288	780
CTA->G	A->C	0	0	0	0	0	0	1731	119	1216	1014	780	1165	896	656	804	770	757	692	727	598	625	542	465	377	311	239	158	75	37	17	11	3	2	27	61
CTC->A	A->T	0	0	0	0	0	0	2294	176	1540	1273	983	1439	1185	846	1014	1029	996	915	841	736	792	639	544	467	417	250	201	119	54	25	8	5	8	55	151
CTC->C	A->G	0	0	0	0	0	0	6667	449	4621	3864	2936	4214	3185	2370	2893	2872	2717	2614	2600	2138	2322	1874	1650	1450	1147	866	612	347	180	69	34	15	24	237	718
CTC->G	A->C	0	0	0	0	0	0	2492	122	1830	1350	1214	1745	1225	905	1149	1114	1141	1018	1096	860	867	751	626	552	467	319	234	138	65	27	9	4	3	35	107
GAA->C	A->C	0	0	0	0	0	0	2810	170	2039	1618	1220	1780	1468	1075	1301	1353	1291	1266	1184	984	1101	904	780	672	571	364	272	160	96	44	11	8	9	109	343
GAA->G	A->G	0	0	0	0	0	0	7236	542	5268	4338	3473	4973	3742	2942	3474	3491	3330	3226	3114	2720	2757	2270	2099	1677	1480	989	736	401	210	106	22	14	28	238	731
GAA->T	A->T	0	0	0	0	0	0	2212	163	1592	1395	1045	1550	1172	889	1043	1136	1036	924	918	827	816	674	557	476	364	279	189	93	68	32	9	4	3	32	89
GAC->C	A->C	0	0	0	0	0	0	1172	90	805	685	517	750	581	422	550	579	522	476	454	382	425	377	327	294	226	164	125	68	45	20	8	8	10	74	287
GAC->G	A->G	0	0	0	0	0	0	5130	376	3551	2949	2399	3299	2588	1963	2419	2432	2321	2159	2246	1862	1944	1616	1390	1183	965	702	555	322	189	79	37	10	34	236	676
GAC->T	A->T	0	0	0	0	0	0	2199	182	1504	1252	1015	1460	1115	826	1025	1113	947	982	904	806	797	629	602	480	401	302	190	101	66	27	7	2	2	43	122
GCA->A	C->A	0	0	0	0	0	0	6704	525	4553	3896	2986	4253	3341	2417	3010	2957	2845	2625	2678	2135	2368	1877	1565	1319	1061	730	484	290	132	56	22	11	3	58	144
GCA->G	C->G	0	0	0	0	0	0	3200	202	2170	1760	1341	1968	1445	1104	1324	1383	1301	1141	1161	940	1054	811	708	640	495	368	237	148	68	30	15	1	5	83	270
GCA->T	C->T	0	0	0	0	0	0	12723	819	8674	7288	5710	8133	6195	4719	5725	5583	5401	5077	5025	4226	4286	3481	3149	2611	2084	1508	961	533	303	137	35	14	24	185	514
GCC->A	C->A	0	0	0	0	0	0	5606	363	3956	3130	2606	3617	2714	2022	2439	2478	2306	2144	2147	1712	1817	1455	1253	1044	837	617	400	246	120	60	14	4	4	41	80
GCC->G	C->G	0	0	0	0	0	0	3342	199	2379	1875	1512	2173	1627	1224	1489	1533	1377	1331	1212	1052	1086	917	812	681	557	391	257	165	92	32	14	4	7	67	170
GCC->T	C->T	0	0	0	0	0	0	12950	856	9063	7576	6051	8565	6355	5020	6134	6264	5856	5414	5421	4456	4774	3856	3216	2693	2248	1566	1076	621	319	161	59	20	21	127	287
GGA->A	C->T	0	0	0	0	0	0	14065	945	9711	7915	6362	9100	6807	5169	6434	6316	6088	5549	5535	4554	4711	3822	3333	2838	2392	1605	1123	630	311	142	49	15	18	152	435
GGA->C	C->G	0	0	0	0	0	0	4652	261	3154	2614	2090	3050	2378	1673	2106	2186	2001	1861	1800	1518	1550	1275	1113	893	760	543	362	216	110	37	16	1	7	52	165
GGA->T	C->A	0	0	0	0	0	0	5019	368	3441	2792	2227	3176	2443	1756	2245	2258	2146	1987	1886	1614	1667	1324	1175	952	787	501	352	197	118	44	14	5	5	24	106
GTA->A	A->T	0	0	0	0	0	0	1666	150	1170	993	765	1059	844	659	803	745	728	691	716	557	579	458	413	343	324	216	141	84	36	18	6	2	3	44	114
GTA->C	A->G	0	0	0	0	0	0	8781	636	6182	5161	3932	5745	4443	3329	4034	4071	3961	3723	3644	3157	3292	2554	2358	1884	1627	1108	799	483	220	126	41	16	19	245	669
GTA->G	A->C	0	0	0	0	0	0	1439	112	983	799	604	948	693	513	638	605	604	607	637	510	527	419	391	325	271	214	145	79	54	21	7	4	7	73	238
TAA->C	A->C	0	0	0	0	0	0	3289	252	2379	2017	1482	2320	1651	1300	1628	1570	1442	1362	1443	1129	1261	1026	948	815	644	480	333	195	97	43	17	8	14	95	263
TAA->G	A->G	0	0	0	0	0	0	10532	699	7342	6042	4811	6953	5109	3976	4937	4812	4575	4309	4239	3533	3740	3067	2708	2236	1876	1390	875	541	323	143	48	10	22	261	760
TAA->T	A->T	0	0	0	0	0	0	4322	399	3208	2763	2120	3080	2367	1763	2185	2228	2143	1834	1919	1634	1653	1420	1221	969	858	603	416	234	112	55	25	9	5	88	223
TCA->A	C->A	0	0	0	0	0	0	5078	455	3611	2933	2304	3407	2447	1865	2318	2298	2181	2048	2071	1704	1752	1450	1231	1011	821	608	411	211	116	46	18	10	10	62	207
TCA->G	C->G	0	0	0	0	0	0	5098	331	3483	2875	2265	3388	2574	1837	2320	2373	2224	2040	1984	1729	1848	1454	1237	1048	815	594	406	254	138	52	26	8	12	129	276
TCA->T	C->T	0	0	0	0	0	0	14757	967	10300	8324	6583	9233	6969	5355	6694	6477	6020	5647	5638	4734	4912	4002	3452	2767	2321	1613	1121	641	350	139	46	23	21	242	629
