Context	X1mer	Count	Rate	context_in_genome	chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	chr9	chr10	chr11	chr12	chr13	chr14	chr15	chr16	chr17	chr18	chr19	chr20	chr21	chr22
TCT->G	C->G	84747	3.40400004942619e-09	49942774	6118	7545	5585	6622	6014	5641	4821	5548	5310	4042	4066	3503	3477	2616	2001	2902	1618	2427	1105	1906	1097	783
TCT->A	C->A	68996	2.77133570993911e-09	49942774	5163	5964	4811	6332	5239	4918	3860	3991	3250	3269	3449	2995	3470	2138	1351	1607	1225	2240	764	1469	974	517
GCT->T	C->T	128673	8.52922167750273e-09	30263274	10365	10890	8363	10702	9130	8896	6906	7319	5924	6593	6540	5766	5826	3889	2600	3541	2897	4138	1804	3405	1805	1374
GCT->G	C->G	34202	2.26711462244565e-09	30263274	2553	3016	2166	2467	2265	2205	2041	2294	2083	1698	1598	1383	1353	1007	845	1324	750	983	564	800	417	390
GCT->A	C->A	33098	2.19393485099427e-09	30263274	2533	2874	2184	2741	2361	2300	1846	1985	1538	1666	1666	1447	1438	987	717	937	703	1038	451	869	462	355
CCT->T	C->T	169309	8.84940747706607e-09	38379891	13885	14567	10748	13559	11588	11488	9415	9695	7858	8802	8323	7469	7391	5086	3567	4831	4013	5360	2741	4466	2354	2103
CCT->G	C->G	48336	2.52641596023522e-09	38379891	3609	4218	3066	3448	3312	3050	2784	3070	2949	2388	2362	2013	1872	1457	1152	1945	1078	1414	803	1153	577	616
CCT->A	C->A	36095	1.88660592694245e-09	38379891	2827	3000	2364	3033	2594	2402	2102	2063	1739	1827	1865	1595	1575	1086	752	1083	814	1107	562	887	453	365
TAT->T	A->T	43633	1.81626493610068e-09	48191868	3185	3841	3039	4151	3453	3163	2494	2505	2147	1893	2128	1898	2338	1345	804	945	733	1439	431	811	627	263
TAT->G	A->G	254754	1.06043764474456e-08	48191868	18696	22979	18050	23498	19845	18380	14330	14210	12705	11615	12367	10966	13347	8026	5019	5614	4331	8405	2252	4919	3669	1531
TAT->C	A->C	28840	1.20049230529974e-09	48191868	2118	2588	2008	2719	2278	2053	1655	1674	1405	1324	1388	1256	1518	883	531	626	478	909	261	550	438	180
GAT->T	A->T	44242	2.94008628968974e-09	30186486	3316	3836	3087	4086	3352	3167	2498	2578	2035	2202	2211	1889	2061	1367	819	1056	767	1466	489	962	655	343
GAT->G	A->G	80887	5.37531666095869e-09	30186486	6177	7092	5495	6943	6024	5559	4615	4565	4027	3902	3990	3678	3871	2479	1672	2144	1451	2591	1017	1824	1110	661
GAT->C	A->C	17202	1.14315275880934e-09	30186486	1423	1586	1132	1427	1247	1161	977	985	801	877	860	723	780	511	371	410	339	550	246	391	239	166
CAT->T	A->T	50675	2.43335437015908e-09	41775945	3817	4381	3422	4514	3835	3587	2865	2930	2434	2511	2522	2170	2472	1483	1004	1304	909	1628	559	1180	761	387
CAT->G	A->G	233621	1.121820782064e-08	41775945	17961	20970	15678	19608	17349	16162	13013	13044	11393	11615	11337	10201	11375	7176	4886	5990	4601	7703	2835	5458	3218	2048
CAT->C	A->C	41206	1.97866403900888e-09	41775945	3092	3689	2774	3581	3034	2916	2272	2411	2046	2038	2051	1885	1901	1254	880	1033	736	1349	471	903	554	336
CAA->C	A->C	40786	1.89942901933487e-09	43075064	3020	3679	2766	3499	3059	2859	2292	2328	2013	2002	2033	1814	1944	1186	869	1053	795	1321	517	868	531	338
CAA->G	A->G	87101	4.05634695761012e-09	43075064	6899	7588	5911	7380	6414	6079	4881	4849	4213	4234	4263	3806	4201	2663	1796	2145	1820	2897	1173	2022	1129	738
CAA->T	A->T	20293	9.45057448373522e-10	43075064	1547	1692	1395	1766	1525	1379	1183	1131	1021	976	1021	863	996	655	402	527	416	651	230	450	317	150
CAC->C	A->C	28961	1.77373658123574e-09	32753847	2257	2464	1812	2204	1978	1908	1707	1726	1449	1481	1368	1271	1268	890	642	969	635	907	507	720	419	379
CAC->G	A->G	88412	5.41485441180256e-09	32753847	7078	7716	5502	6753	6225	5985	5109	4779	4179	4578	4219	3973	3980	2654	1995	2511	2204	2865	1541	2333	1187	1046
CAC->T	A->T	23669	1.44962436177165e-09	32753847	1846	2155	1582	1867	1607	1515	1318	1393	1115	1248	1144	1062	1044	676	489	724	528	737	369	607	363	280
CAG->C	A->C	34549	1.58584807731253e-09	43703054	2712	2972	2225	2602	2423	2320	2000	2021	1720	1766	1762	1493	1494	1029	788	1014	809	1092	571	867	451	418
CAG->G	A->G	119911	5.50408488809003e-09	43703054	9716	10532	7662	8886	8255	7932	6732	6666	5790	6266	5900	5172	5215	3813	2681	3459	2987	3838	2103	3155	1641	1510
CAG->T	A->T	26395	1.21156791804869e-09	43703054	2019	2302	1643	2162	1847	1783	1505	1581	1266	1337	1386	1170	1139	763	554	740	618	822	382	690	374	312
CCA->A	C->A	45903	2.28547509049932e-09	40290482	3629	4044	2969	3654	3185	3095	2679	2634	2278	2356	2343	2056	1957	1404	960	1330	936	1478	676	1118	644	478
CCA->G	C->G	33953	1.69049377486708e-09	40290482	2589	2968	2181	2536	2302	2207	1923	2116	1919	1756	1663	1398	1415	996	811	1182	789	973	575	798	428	428
CCA->T	C->T	142024	7.07126580513421e-09	40290482	11335	12203	9151	10869	9940	9553	7869	7989	6803	7359	7010	6333	6229	4401	3240	4238	3386	4405	2368	3825	1853	1665
CCC->A	C->A	40245	2.92354978669366e-09	27614636	3164	3473	2539	2995	2794	2640	2228	2267	2031	2089	2038	1734	1544	1291	990	1310	938	1235	693	1109	545	598
CCC->G	C->G	40465	2.93953142299811e-09	27614636	3217	3646	2436	2677	2629	2504	2324	2400	2191	2135	1937	1735	1513	1273	1051	1489	1042	1174	767	1192	500	633
CCC->T	C->T	125730	9.13350514799338e-09	27614636	10683	10616	7703	9086	8530	8326	6900	7279	5947	6625	6295	5502	5008	3895	2886	3957	3238	3757	2363	3683	1637	1814
CCG->A	C->A	13034	5.08813690585171e-09	5138742	1088	1068	713	929	777	780	783	723	544	738	615	583	576	377	306	471	381	452	340	381	175	234
CCG->G	C->G	11975	4.67473066192836e-09	5138742	978	944	649	788	686	678	724	673	609	639	580	507	482	394	311	490	397	315	377	336	187	231
CCG->T	C->T	269549	1.05224966613121e-07	5138742	22768	22809	15421	17785	16863	16937	15825	14273	12671	15024	12951	11997	10462	8310	6342	9077	8289	8290	6612	8092	3857	4894
TCG->T	C->T	192028	8.67139144790175e-08	4442359	15760	16340	11588	14195	12896	12779	11129	10436	8819	10591	9103	8735	8137	5808	4325	5782	5216	5876	3862	5365	2607	2679
TCG->G	C->G	11090	5.00790151213523e-09	4442359	865	951	641	826	646	710	638	623	529	603	519	477	479	362	282	420	320	350	250	307	126	166
TCG->A	C->A	10814	4.88326843572862e-09	4442359	832	915	640	909	700	687	636	682	500	611	510	480	444	327	219	325	268	358	204	286	145	136
GCG->T	C->T	218757	1.00585743655394e-07	4362781	18310	18568	12567	14938	14072	14109	12747	11867	10152	11931	10363	9889	8617	6760	5217	7118	6542	6550	5299	6482	2983	3676
GCG->G	C->G	8127	3.73684196934217e-09	4362781	644	701	460	525	464	489	462	428	430	435	387	353	363	249	213	300	260	228	240	236	123	137
GCG->A	C->A	17723	8.14913870095377e-09	4362781	1432	1472	1002	1314	1076	1105	952	1018	842	1012	842	745	741	538	400	605	544	566	434	508	257	318
TAG->T	A->T	15551	1.07356098702318e-09	29058252	1189	1375	1067	1458	1215	1108	828	890	761	739	820	646	770	451	272	371	257	494	179	347	214	100
TAG->G	A->G	74389	5.13543362251093e-09	29058252	5768	6682	5049	6548	5474	5283	4157	4081	3651	3601	3659	3299	3669	2339	1553	1814	1408	2384	828	1606	941	595
TAG->C	A->C	15784	1.08964610759269e-09	29058252	1210	1376	1055	1407	1185	1130	881	872	803	779	747	667	793	513	313	400	274	501	176	356	225	121
GAG->T	A->T	19979	1.09142575934904e-09	36721248	1600	1780	1247	1555	1431	1305	1136	1126	997	1055	1023	854	889	619	421	643	406	619	317	490	240	226
GAG->G	A->G	58756	3.20976084470255e-09	36721248	4708	5153	3682	4513	4125	3885	3332	3355	2833	3010	2933	2674	2496	1843	1336	1682	1389	1793	971	1531	752	760
GAG->C	A->C	22844	1.24793683600628e-09	36721248	1837	1967	1476	1757	1537	1487	1325	1274	1079	1159	1110	1029	967	698	533	731	566	714	395	612	328	263
GAA->C	A->C	26559	1.19329306901944e-09	44648049	1945	2467	1819	2220	1892	1764	1492	1519	1395	1344	1335	1219	1331	811	568	672	510	852	283	581	337	203
GAA->G	A->G	69720	3.1325122471492e-09	44648049	5392	6172	4711	5945	5276	5011	3841	3969	3239	3394	3483	3039	3422	2198	1450	1683	1335	2265	801	1573	925	596
GAA->T	A->T	20635	9.27128373779743e-10	44648049	1535	1788	1360	1917	1582	1425	1157	1268	1000	1024	1019	917	951	655	449	491	386	628	210	439	289	145
GAC->C	A->C	11012	1.06718275546993e-09	20699759	864	976	710	919	737	802	606	615	535	553	552	460	447	332	260	323	251	344	176	279	161	110
GAC->G	A->G	47953	4.6471680596667e-09	20699759	3828	4135	3079	4051	3457	3269	2602	2779	2280	2418	2375	2089	2152	1481	1002	1254	1000	1579	717	1246	653	507
GAC->T	A->T	19973	1.93560126907020e-09	20699759	1539	1751	1292	1698	1482	1394	1133	1173	919	990	936	852	863	574	431	600	392	656	295	522	279	202
GCA->A	C->A	57901	3.6801230286853e-09	31561789	4617	5068	3766	5066	4187	3932	3226	3461	2565	2975	2894	2582	2565	1725	1182	1513	1145	1827	799	1474	803	529
GCA->G	C->G	26869	1.70776369419777e-09	31561789	2039	2417	1729	2139	1852	1745	1556	1681	1470	1352	1251	1157	1176	804	592	850	625	821	375	629	325	284
GCA->T	C->T	111043	7.05776932132954e-09	31561789	8542	9943	7087	8764	7782	7492	6316	6460	5381	5739	5661	4877	4945	3351	2402	3295	2340	3408	1659	2811	1516	1272
GCC->A	C->A	47649	3.86256487145337e-09	24746620	3871	4137	2915	3511	3167	3159	2578	2837	2279	2575	2399	2149	1943	1425	1055	1521	1194	1425	888	1333	651	637
GCC->G	C->G	29167	2.36436083875171e-09	24746620	2376	2478	1799	2082	1972	1826	1643	1727	1476	1485	1401	1283	1179	907	733	1120	757	834	540	769	358	422
GCC->T	C->T	116627	9.45411977718298e-09	24746620	9582	10061	7220	8679	7905	7660	6491	6559	5471	6246	6027	4873	4792	3566	2656	3774	2917	3642	2194	3203	1537	1572
TCC->T	C->T	122497	7.27031696111961e-09	33799478	9933	10620	7782	9504	8472	8434	6781	6893	5799	6337	6110	5516	5324	3767	2720	3529	2930	3750	1893	3306	1607	1490
TCC->G	C->G	40637	2.41184576233718e-09	33799478	2969	3613	2582	3011	2718	2636	2425	2558	2304	2000	1912	1730	1700	1238	1011	1551	901	1165	646	995	483	489
TCC->A	C->A	42643	2.53090382762862e-09	33799478	3273	3750	2771	3415	3048	2909	2421	2444	2107	2225	2229	1846	1816	1364	879	1249	865	1297	641	1034	577	483
TAC->T	A->T	15071	1.19547827179308e-09	25289385	1103	1301	1097	1400	1207	1052	852	865	729	713	705	620	749	440	287	374	235	533	164	332	212	101
TAC->G	A->G	80728	6.4035943152619e-09	25289385	6328	7027	5629	7275	6086	5645	4403	4492	3812	3834	3862	3590	4160	2476	1658	1822	1509	2750	922	1719	1137	592
TAC->C	A->C	13146	1.04278132579072e-09	25289385	971	1157	908	1127	978	913	743	792	700	622	580	576	637	428	295	350	232	424	172	264	161	116
TAA->C	A->C	31329	1.32049565049099e-09	47593478	2211	2762	2309	2889	2406	2174	1749	1803	1657	1465	1599	1351	1556	986	673	718	511	1006	315	582	412	195
TAA->G	A->G	96343	4.06079071962889e-09	47593478	7075	8634	6627	8942	7506	7154	5411	5432	4627	4434	4466	4200	5081	2884	1889	2104	1695	3239	1008	1963	1366	606
TAA->T	A->T	42297	1.78278925368883e-09	47593478	3184	3678	2946	3768	3273	3102	2380	2270	2005	2088	1846	1837	2218	1346	839	919	850	1441	552	841	607	307
TCA->A	C->A	44912	2.04430471987475e-09	44071177	3332	3850	3054	4171	3343	3258	2531	2588	2135	2133	2184	2031	2217	1318	919	1095	773	1539	537	948	609	347
TCA->G	C->G	45099	2.05281658713999e-09	44071177	3199	3972	2994	3775	3273	2960	2676	2808	2682	2040	2246	1928	1944	1348	1071	1506	823	1292	626	930	566	440
TCA->T	C->T	127297	5.79430570729194e-09	44071177	9846	11083	8467	10859	9277	8838	7179	7222	6244	6290	6177	5658	6029	3787	2707	3431	2605	4096	1728	2920	1650	1204
